Brand,Name,PID,Image URL,Page URL,Time Rated,Rating,Price,Market Segment
Louis Vuitton,Le Jour se Lève,103565,https://media.parfumo.com/perfumes/aa/aa5a4b-le-jour-se-leve-louis-vuitton_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Louis_Vuitton/Le_Jour_se_Leve,25 days ago,6,220,Designer
Louis Vuitton,Météore,141080,https://media.parfumo.com/perfumes/6f/6f697c-meteore-louis-vuitton_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Louis_Vuitton/meteore,25 days ago,6.5,220,Designer
Louis Vuitton,Rose des Vents,78234,https://media.parfumo.com/perfumes/ca/cab4f4-rose-des-vents-louis-vuitton_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Louis_Vuitton/Rose_des_Vents,25 days ago,6,220,Designer
Xerjoff,Fars,17907,https://media.parfumo.com/perfumes/f3/f3ed29-fars-xerjoff_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Xerjoff/fars,25 days ago,7,296,Niche
Xerjoff,Goetheplatz,284929,https://media.parfumo.com/perfumes/8d/8d4577_goetheplatz-xerjoff_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Xerjoff/goetheplatz,25 days ago,6.5,500,Niche
Xerjoff,Uden Overdose,119327,https://media.parfumo.com/perfumes/2f/2f261d_uden-overdose-xerjoff_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Xerjoff/Uden_Overdose,25 days ago,6,276,Niche
Xerjoff,Tony Iommi Monkey Special,156277,https://media.parfumo.com/perfumes/47/4745aa_tony-iommi-monkey-special-xerjoff_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Xerjoff/tony-iommi-monkey-special,25 days ago,6,200,Niche
Casamorati,Mefisto,7668,https://media.parfumo.com/perfumes/8d/8d4c30-casamorati-mefisto-xerjoff_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/casamorati/mefisto,25 days ago,6,155,Niche
Xerjoff,Golden Green,138334,https://media.parfumo.com/perfumes/42/42dbd4-golden-green-xerjoff_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Xerjoff/golden-green,25 days ago,5.5,272,Niche
Xerjoff,Erba Gold,82769,https://media.parfumo.com/perfumes/14/144b9b_erba-gold-xerjoff_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Xerjoff/Erba_Gold,25 days ago,7,157,Niche
Xerjoff,Torino24,288820,https://media.parfumo.com/perfumes/f6/f6442c-torino24-xerjoff_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Xerjoff/torino24,25 days ago,6.5,278,Niche
Xerjoff,Torino21,155148,https://media.parfumo.com/perfumes/75/75f8f1_torino21-xerjoff_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Xerjoff/torino21,25 days ago,7.5,154,Niche
Giorgio Armani,Emporio Armani - Stronger with You Intensely,120220,https://media.parfumo.com/perfumes/0a/0a5fd7-emporio-armani-stronger-with-you-intensely-giorgio-armani_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Giorgio_Armani/emporio-armani-stronger-with-you-intensely,28 days ago,7.5,48,Designer
Zimaya,Awatif pour Homme,323215,https://media.parfumo.com/perfumes/db/db4c74_awatif-pour-homme-zimaya_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/zimaya/awatif-pour-homme,1 month ago,7,23,Dupe
Rayhaan,Italia,364183,https://media.parfumo.com/perfumes/78/7835e1_italia-rayhaan_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/rayhaan/italia,3 hours ago,5,40,Dupe
Rayhaan,Tiger Cal Cologne Edition,325474,https://media.parfumo.com/perfumes/22/2287e9_tiger-cal-cologne-edition-rayhaan_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/rayhaan/tiger-cal-cologne-edition,1 month ago,4.5,27,Dupe
Lattafa,Ameer Al Oudh Intense Oud,145147,https://media.parfumo.com/perfumes/31/312dd9_ameer-al-oudh-intense-oud-lattafa_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Lattafa/ameer-al-oudh-intense-oud,1 month ago,6,17,Dupe
Rasasi,Hawas for Him,66758,https://media.parfumo.com/perfumes/90/90c03b-hawas-for-him-rasasi_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Rasasi/Hawas_for_Men,1 month ago,5,24,Dupe
French Avenue,Liquid Brun Limited Edition,375295,https://media.parfumo.com/perfumes/e4/e4fe17_liquid-brun-limited-edition-french-avenue_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/french-avenue/liquid-brun-limited-edition,1 month ago,6,26,Dupe
Zimaya,Mazaaj Rhythm,358150,https://media.parfumo.com/perfumes/96/962eeb_mazaaj-rhythm-rhythm-zimaya_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/zimaya/mazaaj-rhythm-rhythm,1 month ago,7,34,Dupe
Adidas,UEFA Champions League EAU DE TOILETTE,49319,https://media.parfumo.com/perfumes/92/928ba5-uefa-champions-league-eau-de-toilette-adidas_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Adidas/UEFA_Champions_League_Eau_de_Toilette,1 month ago,3.5,10,Designer
Guerlain,Aqua Allegoria Pamplelune,1776,https://media.parfumo.com/perfumes/29/2952ed-aqua-allegoria-pamplelune-guerlain_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Guerlain/Aqua_Allegoria_Pamplelune,1 day ago,6.5,65,Designer
Guerlain,Aqua Allegoria Forte Bosca Vanilla,221294,https://media.parfumo.com/perfumes/32/32b19c-aqua-allegoria-forte-bosca-vanilla-guerlain_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Guerlain/aqua-allegoria-forte-bosca-vanilla,1 day ago,6,70,Designer
Guerlain,Aqua Allegoria Flora Salvaggia,148348,https://media.parfumo.com/perfumes/43/43f660-aqua-allegoria-flora-salvaggia-guerlain_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Guerlain/aqua-allegoria-flora-salvaggia,1 day ago,6,57,Designer
Acqua di Parma,Colonia Intensa EAU DE COLOGNE,1898,https://media.parfumo.com/perfumes/cb/cb4ea2-colonia-intensa-eau-de-cologne-acqua-di-parma_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Acqua_di_Parma/Colonia_Intensa_Eau_de_Cologne,1 day ago,6.5,48,Niche
Guerlain,Aqua Allegoria Forte Nerolia Vetiver,199632,https://media.parfumo.com/perfumes/a1/a11f31-aqua-allegoria-forte-nerolia-vetiver-guerlain_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Guerlain/aqua-allegoria-forte-nerolia-vetiver,1 day ago,6.5,58,Designer
Tom Ford,Ombré Leather (2018) EAU DE PARFUM,112373,https://media.parfumo.com/perfumes/4f/4ff96d-ombre-leather-2018-eau-de-parfum-tom-ford_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Tom_Ford/ombre-leather-2018-eau-de-parfum,1 day ago,5.5,100,Designer
Guerlain,Aqua Allegoria Forte Mandarine Basilic,175345,https://media.parfumo.com/perfumes/6f/6f392a-aqua-allegoria-forte-mandarine-basilic-guerlain_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Guerlain/aqua-allegoria-forte-mandarine-basilic,1 day ago,6,74,Designer
Acqua di Parma,Arancia di Capri La Riserva,321814,https://media.parfumo.com/perfumes/16/16b93f_arancia-di-capri-la-riserva-acqua-di-parma_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Acqua_di_Parma/arancia-di-capri-la-riserva,1 day ago,7,91,Niche
Giorgio Armani,Sì Passione Red Musk,314269,https://media.parfumo.com/perfumes/ba/ba1681_si-passione-red-musk-giorgio-armani_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Giorgio_Armani/si-passione-red-musk,1 day ago,6.5,95,Designer
Guerlain,Aqua Allegoria Mandarine Basilic,1773,https://media.parfumo.com/perfumes/4f/4f2af6-aqua-allegoria-mandarine-basilic-guerlain_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Guerlain/Aqua_Allegoria_Mandarine_Basilic,1 day ago,6,53,Designer
French Avenue,Pinnace,307012,https://media.parfumo.com/perfumes/6e/6e7e96_pinnace-french-avenue_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/french-avenue/pinnace,2 hours ago,7.5,26,Dupe
Fragrance World,Colosseum,372004,https://media.parfumo.com/perfumes/12/12d2b0_colosseum-fragrance-world_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/fragrance-world/colosseum,3 hours ago,6.5,27,Dupe
French Avenue,Nabatieh,376165,https://media.parfumo.com/perfumes/cb/cb1f8e_nabatieh-french-avenue_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/french-avenue/nabatieh,5 hours ago,5.5,40,Dupe
French Avenue,Spectre Ghost,307783,https://media.parfumo.com/perfumes/f6/f6ced8_spectre-ghost-french-avenue_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/french-avenue/spectre-ghost,2 hours ago,5,31,Dupe
Bujairami,New York,375064,https://media.parfumo.com/perfumes/9a/9af188_new-york-bujairami_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/bujairami/new-york,5 hours ago,4.5,60,Dupe
Bujairami,Executor,373516,https://media.parfumo.com/perfumes/7d/7d806b_executor-bujairami_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/bujairami/executor,2 hours ago,5.5,60,Dupe
Lattafa,Teriaq Intense /ترياق,291724,https://media.parfumo.com/perfumes/e8/e82815-teriaq-intense-lattafa_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Lattafa/teriaq-intense,5 hours ago,7.5,35,Dupe
French Avenue,Miraj Absolu,306445,https://media.parfumo.com/perfumes/eb/eb5589_miraj-absolu-french-avenue_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/french-avenue/miraj-absolu,5 hours ago,4.5,48,Dupe
Fragrance World,Tabac n' Coke,335734,https://media.parfumo.com/perfumes/a5/a553a7_tabac-n-coke-fragrance-world_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/fragrance-world/tabac-n-coke-1,5 hours ago,5.5,24,Dupe
Alezz,Lahab,363499,https://media.parfumo.com/perfumes/73/7332f5_lahab-alezz_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/alezz/lahab,5 hours ago,5.5,85,Dupe
